,Question,Theme,paragraph_id,Answer_text,Paragraph,Answer_start,index,Answer_possible
487,Why do Oriental Patriarchs sign this way?,Cardinal_(Catholicism),218,because they do not belong to the Roman clergy,"In accordance with tradition, they sign by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname as, for instance, ""John Card(inal) Doe"" or, in Latin, ""Ioannes Card(inalis) Cognomen"". Some writers, such as James-Charles Noonan, hold that, in the case of cardinals, the form used for signatures should be used also when referring to them in English. Official sources such as the Archdiocese of Milwaukee and Catholic News Service say that the correct form for referring to a cardinal in English is normally as ""Cardinal [First name] [Surname]"". This is the rule given also in stylebooks not associated with the Catholic Church. This style is also generally followed on the websites of the Holy See and episcopal conferences. Oriental Patriarchs who are created Cardinals customarily use ""Sanctae Ecclesiae Cardinalis"" as their full title, probably because they do not belong to the Roman clergy.",893,487,True
488,What way is used to announce the election of a new pope in Latin?,Cardinal_(Catholicism),219,[First name] Cardinal [Surname],"In Latin, on the other hand, the [First name] Cardinal [Surname] order is used in the proclamation of the election of a new pope by the cardinal protodeacon: ""Annuntio vobis gaudium magnum; habemus Papam: Eminentissimum ac Reverendissimum Dominum, Dominum (first name) Sanctae Romanae Ecclesiae Cardinalem (last name), ..."" (Meaning: ""I announce to you a great joy; we have a Pope: The Most Eminent and Most Reverend Lord, Lord (first name) Cardinal of the Holy Roman Church (last name), ..."") This assumes that the new pope had been a cardinal just before becoming pope; the most recent election of a non-cardinal as pope was in 1378.",33,488,True
489,When is the last time a non cardinal was elected as pope?,Cardinal_(Catholicism),219,1378,"In Latin, on the other hand, the [First name] Cardinal [Surname] order is used in the proclamation of the election of a new pope by the cardinal protodeacon: ""Annuntio vobis gaudium magnum; habemus Papam: Eminentissimum ac Reverendissimum Dominum, Dominum (first name) Sanctae Romanae Ecclesiae Cardinalem (last name), ..."" (Meaning: ""I announce to you a great joy; we have a Pope: The Most Eminent and Most Reverend Lord, Lord (first name) Cardinal of the Holy Roman Church (last name), ..."") This assumes that the new pope had been a cardinal just before becoming pope; the most recent election of a non-cardinal as pope was in 1378.",630,489,True
490,"Despite some traditions and rights, no see has the right to what?",Cardinal_(Catholicism),220,the cardinalate,"While the incumbents of some sees are regularly made cardinals, and some countries are entitled to at least one cardinal by concordate (usually earning its primate the cardinal's hat), no see carries an actual right to the cardinalate, not even if its bishop is a Patriarch.",219,490,True
491,Who are among the most senior members of the Catholic Church?,Cardinal_(Catholicism),221,Cardinal bishops,"Cardinal bishops (cardinals of the episcopal order) are among the most senior prelates of the Catholic Church. Though in modern times most cardinals are also bishops, the term ""cardinal bishop"" only refers to the cardinals who are titular bishops of one of the ""suburbicarian"" sees.",0,491,True
492,What is a cardinal bishop?,Cardinal_(Catholicism),221,cardinals of the episcopal order,"Cardinal bishops (cardinals of the episcopal order) are among the most senior prelates of the Catholic Church. Though in modern times most cardinals are also bishops, the term ""cardinal bishop"" only refers to the cardinals who are titular bishops of one of the ""suburbicarian"" sees.",18,492,True
493,Why did the ceromony of consecrating a bishop have to be preformed by someone who was already a bishop?,Cardinal_(Catholicism),222,To preserve apostolic succession,"In early times, the privilege of papal election was not reserved to the cardinals, and for centuries the person elected was customarily a Roman priest and never a bishop from elsewhere. To preserve apostolic succession the rite of consecrating him a bishop had to be performed by someone who was already a bishop. The rule remains that, if the person elected Pope is not yet a bishop, he is consecrated by the Dean of the College of Cardinals, the Cardinal Bishop of Ostia.",186,493,True
494,What are the seven sees?,Cardinal_(Catholicism),223,"Ostia, Albano, Porto and Santa Rufina, Palestrina, Sabina and Mentana, Frascati and Velletri","There are seven suburbicarian sees: Ostia, Albano, Porto and Santa Rufina, Palestrina, Sabina and Mentana, Frascati and Velletri. Velletri was united with Ostia from 1150 until 1914, when Pope Pius X separated them again, but decreed that whatever cardinal bishop became Dean of the College of Cardinals would keep the suburbicarian see he already held, adding to it that of Ostia, with the result that there continued to be only six cardinal bishops.",36,494,True
495,In what year was it decided that cardinal bishops had no power over the seven sees?,Cardinal_(Catholicism),224,1962,"Since 1962, the cardinal bishops have only a titular relationship with the suburbicarian sees, with no powers of governance over them. Each see has its own bishop, with the exception of Ostia, in which the Cardinal Vicar of the see of Rome is apostolic administrator.",6,495,True
496,In what year did the practice of donning this item stop?,Cardinal_(Catholicism),228,1969,"In previous times, at the consistory at which the pope named a new cardinal, he would bestow upon him a distinctive wide-brimmed hat called a galero. This custom was discontinued in 1969 and the investiture now takes place with the scarlet biretta. In ecclesiastical heraldry, however, the scarlet galero is still displayed on the cardinal's coat of arms. Cardinals had the right to display the galero in their cathedral, and when a cardinal died, it would be suspended from the ceiling above his tomb. Some cardinals will still have a galero made, even though it is not officially part of their apparel.[citation needed]",182,496,True
